CountyCode,Mean_Target
0.0,1030.7265539305301
1.0,716.2777777777778
3.0,612.2727272727273
5.0,580.4054054054054
7.0,691.974358974359
9.0,747.8829584445291
11.0,959.4782608695652
13.0,863.5151515151515
15.0,545.5333333333333
17.0,743.8730158730159
19.0,391.0
21.0,538.8529411764706
23.0,807.0357142857143
25.0,610.3214285714286
27.0,377.22222222222223
29.0,638.7727272727273
31.0,1147.975
33.0,735.4285714285714
35.0,531.6875
37.0,670.7272727272727
39.0,647.25
41.0,1180.2
43.0,1279.0
45.0,608.0833333333334
47.0,585.0
49.0,1031.8333333333333
53.0,950.6
55.0,597.6666666666666
57.0,723.0
59.0,1844.0
61.0,876.3846153846154
63.0,1520.4
65.0,986.5
67.0,817.0
69.0,735.0
71.0,1124.9583333333333
73.0,863.6666666666666
75.0,741.6666666666666
77.0,864.875
79.0,650.7857142857143
81.0,1279.659090909091
83.0,303.0
85.0,611.3333333333334
87.0,1060.6666666666667
89.0,533.8333333333334
91.0,436.1
93.0,663.4444444444445
95.0,554.3333333333334
97.0,1015.4888888888889
99.0,1566.25
101.0,659.25
103.0,1283.6666666666667
105.0,1669.3333333333333
107.0,357.5
109.0,2054.0
111.0,759.0
113.0,867.2
115.0,414.5
117.0,2368.0
119.0,1042.142857142857
121.0,1129.0
123.0,708.25
125.0,1142.764705882353
127.0,305.0
129.0,307.0
131.0,663.75
133.0,594.3636363636364
135.0,370.0
137.0,1748.5
139.0,1184.375
141.0,624.0
143.0,753.0
145.0,1287.2
147.0,813.75
149.0,310.0
151.0,901.5
153.0,800.8333333333334
155.0,498.0
157.0,372.0
161.0,1018.0
163.0,876.53125
165.0,471.0
167.0,641.0
169.0,1020.0
173.0,305.0
181.0,603.5
187.0,842.0
215.0,1204.8709677419354
510.0,1007.8181818181819
570.0,718.0
590.0,1622.0
630.0,631.0
660.0,1214.0
670.0,732.0
680.0,2316.0
683.0,1067.0
690.0,980.0
730.0,1720.0
735.0,150.0
740.0,647.0
750.0,339.0
770.0,467.5
775.0,607.0
790.0,625.0
800.0,1345.0
820.0,502.5
830.0,390.0
840.0,1494.0
