CountyCode,Mean_Target
0.0,294.01858994405643
1.0,244.69444444444446
3.0,173.94736842105263
5.0,151.22222222222223
7.0,191.97297297297297
9.0,213.34146341463415
11.0,210.38095238095238
13.0,239.03225806451613
15.0,138.4
17.0,215.70491803278688
19.0,55.6
21.0,158.36363636363637
23.0,271.1034482758621
25.0,146.80769230769232
27.0,125.11111111111111
29.0,173.42857142857142
31.0,353.83898305084745
33.0,175.8
35.0,136.28571428571428
37.0,133.27272727272728
39.0,197.875
41.0,272.32142857142856
43.0,395.2
45.0,170.23076923076923
47.0,82.0
49.0,239.92307692307693
53.0,257.6875
55.0,92.33333333333333
57.0,145.0
59.0,571.5
61.0,152.44444444444446
63.0,356.4
65.0,318.25
67.0,118.0
69.0,166.5
71.0,438.94117647058823
73.0,215.33333333333334
75.0,146.83333333333334
77.0,174.0
79.0,129.85714285714286
81.0,440.98198198198196
83.0,69.0
85.0,69.5
87.0,132.25
89.0,112.33333333333333
91.0,82.22222222222223
93.0,152.5
95.0,127.2
97.0,214.95348837209303
99.0,262.90909090909093
101.0,128.5
103.0,183.66666666666666
105.0,327.3333333333333
107.0,75.5
109.0,518.5
111.0,124.33333333333333
113.0,163.75
115.0,142.5
117.0,309.0
119.0,270.0
121.0,193.5
123.0,125.625
125.0,235.75
127.0,39.0
129.0,59.0
131.0,91.25
133.0,118.18181818181819
135.0,91.0
137.0,450.0
139.0,151.14285714285714
141.0,110.66666666666667
143.0,148.0
145.0,277.6
147.0,148.0
149.0,57.0
151.0,265.3333333333333
153.0,116.4
155.0,117.33333333333333
157.0,53.5
161.0,588.0
163.0,219.66666666666666
165.0,93.5
167.0,84.0
169.0,137.0
173.0,46.0
181.0,130.25
187.0,244.0
215.0,356.61290322580646
510.0,341.25
570.0,88.0
590.0,227.0
630.0,94.0
650.0,962.0
660.0,166.0
670.0,230.0
680.0,315.0
683.0,141.0
690.0,164.0
730.0,810.0
735.0,19.0
740.0,54.0
750.0,59.0
770.0,80.0
775.0,111.0
790.0,110.0
800.0,646.0
820.0,136.0
830.0,48.0
840.0,216.0
