CountyCode,Mean_Target
0.0,99.23090586145648
1.0,98.16666666666667
3.0,82.58904109589041
5.0,84.0436403508772
7.0,94.83333333333333
9.0,125.76382113821138
11.0,82.4090909090909
13.0,138.0
15.0,67.53333333333333
17.0,122.01754385964912
19.0,22.5
21.0,102.06451612903226
23.0,102.92857142857143
25.0,46.48148148148148
27.0,39.44444444444444
29.0,57.61904761904762
31.0,146.48739495798318
33.0,42.2
35.0,75.74285714285715
37.0,58.63636363636363
39.0,140.0
41.0,93.06896551724138
43.0,132.0
45.0,71.91666666666667
47.0,39.0
49.0,100.23076923076923
53.0,107.625
55.0,17.333333333333332
57.0,21.5
59.0,259.0
61.0,38.77777777777778
63.0,135.0
65.0,123.75
67.0,30.0
69.0,66.25
71.0,184.63846153846154
73.0,71.33333333333333
75.0,44.0
77.0,133.8
79.0,65.71428571428571
81.0,197.15686274509804
83.0,19.0
85.0,43.5
87.0,34.75
89.0,31.333333333333332
91.0,25.88888888888889
93.0,67.75
95.0,63.8
97.0,98.61363636363636
99.0,140.1818181818182
101.0,125.6
103.0,59.0
105.0,100.33333333333333
107.0,10.0
109.0,110.5
111.0,33.666666666666664
113.0,69.25
115.0,33.5
117.0,91.0
119.0,91.33333333333333
121.0,102.8
123.0,64.375
125.0,123.8
127.0,10.0
129.0,33.0
131.0,38.25
133.0,35.09090909090909
135.0,20.0
137.0,138.0
139.0,63.5
141.0,17.666666666666668
143.0,43.0
145.0,81.66666666666667
147.0,39.8
149.0,16.0
151.0,93.33333333333333
153.0,39.4
155.0,65.0
157.0,15.0
161.0,167.66666666666666
163.0,160.96774193548387
165.0,20.0
167.0,24.0
169.0,32.5
173.0,15.0
181.0,23.75
187.0,59.0
193.0,335.5
215.0,137.80645161290323
510.0,103.9090909090909
550.0,490.0
570.0,43.0
590.0,53.0
630.0,35.0
660.0,44.0
670.0,37.0
680.0,104.5
683.0,86.0
690.0,54.0
730.0,225.0
735.0,5.0
740.0,23.0
750.0,14.0
770.0,168.0
775.0,18.5
790.0,21.0
800.0,254.0
820.0,57.0
830.0,29.0
840.0,54.0
