CountyCode,Mean_Target
0.0,30.45811987124269
1.0,15.970588235294118
3.0,15.808219178082192
5.0,15.08108108108108
7.0,21.289473684210527
9.0,15.902439024390244
11.0,27.80952380952381
13.0,25.833333333333332
15.0,11.133333333333333
17.0,22.593220338983052
19.0,2.9
21.0,18.393939393939394
23.0,20.384615384615383
25.0,20.73076923076923
27.0,8.114285714285714
29.0,19.857142857142858
31.0,37.706422018348626
33.0,5.0
35.0,17.17142857142857
37.0,4.818181818181818
39.0,36.2
41.0,21.655172413793103
43.0,25.0
45.0,17.333333333333332
47.0,2.0
49.0,25.75
53.0,22.0
55.0,4.333333333333333
57.0,11.0
59.0,93.0
61.0,17.666666666666668
63.0,13.25
65.0,14.0
67.0,7.0
69.0,25.0
71.0,55.125
73.0,25.0
75.0,19.833333333333332
77.0,16.625
79.0,19.142857142857142
81.0,50.642857142857146
83.0,3.0
85.0,5.0
87.0,3.5
89.0,10.333333333333334
91.0,4.111111111111111
93.0,14.428571428571429
95.0,20.4
97.0,24.318181818181817
99.0,29.545454545454547
101.0,9.5
103.0,9.333333333333334
105.0,32.666666666666664
107.0,6.0
109.0,40.0
111.0,11.0
113.0,15.125
115.0,15.5
117.0,22.0
119.0,35.333333333333336
121.0,45.6
123.0,7.125
125.0,25.866666666666667
127.0,2.0
129.0,4.666666666666667
131.0,3.75
133.0,6.2727272727272725
135.0,3.0
137.0,26.5
139.0,19.75
141.0,1.6666666666666667
143.0,16.0
145.0,19.8
147.0,15.8
149.0,2.0
151.0,43.666666666666664
153.0,11.2
155.0,11.0
157.0,6.0
161.0,94.0
163.0,33.935483870967744
165.0,5.5
167.0,8.0
169.0,4.5
173.0,1.0
181.0,4.75
187.0,12.0
193.0,121.0
215.0,50.06896551724138
510.0,49.7
570.0,15.0
590.0,41.0
630.0,15.5
660.0,17.0
670.0,41.0
680.0,58.5
683.0,55.0
690.0,22.0
700.0,71.0
735.0,1.0
740.0,4.0
750.0,3.0
770.0,10.0
775.0,6.5
790.0,4.0
800.0,160.0
820.0,5.0
830.0,19.0
840.0,24.0
