CountyCode,Mean_Target
0.0,12.572264057604572
1.0,8.210526315789474
3.0,4.657534246575342
5.0,8.027027027027026
7.0,6.828732397662927
9.0,8.363636363636363
11.0,13.521739130434783
13.0,9.379310344827585
15.0,7.928571428571429
17.0,7.401505428052316
19.0,6.625
21.0,8.362646195295909
23.0,9.482758620689655
25.0,7.899019733342949
27.0,4.8
29.0,4.9523809523809526
31.0,18.523505514427036
33.0,3.6
35.0,4.0
37.0,7.0983662222382495
39.0,7.9411764705882355
41.0,9.642857142857142
43.0,11.0
45.0,7.083333333333333
49.0,19.782213333367675
53.0,6.0
55.0,11.497277037063748
57.0,8.666666666666666
59.0,27.0
61.0,9.333333333333334
63.0,10.5
65.0,19.9967324444765
69.0,9.5
71.0,15.077777777777778
73.0,16.830610370397082
75.0,12.830610370397082
77.0,14.12295777779781
79.0,3.0
81.0,15.426372030654795
85.0,3.3333333333333335
87.0,3.6666666666666665
89.0,6.4
91.0,6.936478888898906
93.0,21.62295777779781
95.0,4.0
97.0,10.733333333333333
99.0,20.944281777833872
101.0,9.0
103.0,37.24591555559562
105.0,11.666666666666666
107.0,16.245915555595623
109.0,12.0
111.0,19.745915555595623
113.0,12.0
115.0,29.491831111191242
117.0,11.0
119.0,11.625
121.0,24.593464888952994
123.0,8.333333333333334
125.0,27.75701751641529
127.0,8.0
129.0,2.0
131.0,4.666666666666667
133.0,2.1818181818181817
135.0,4.0
139.0,19.5690946031975
141.0,1.0
143.0,5.0
145.0,29.593464888952997
147.0,16.62295777779781
149.0,29.491831111191242
151.0,10.5
153.0,6.2
155.0,17.245915555595623
157.0,2.0
161.0,29.491831111191242
163.0,28.63725591405604
165.0,24.745915555595623
167.0,7.5
169.0,8.0
173.0,0.5
181.0,1.0
187.0,1.0
193.0,33.25
215.0,13.029411764705882
510.0,14.307692307692308
550.0,61.0
570.0,6.0
590.0,24.0
630.0,9.0
650.0,49.0
660.0,7.0
670.0,12.0
680.0,45.0
683.0,11.5
690.0,6.5
730.0,26.0
735.0,1.0
740.0,56.0
750.0,4.0
760.0,3.0
770.0,32.0
775.0,2.0
790.0,8.0
800.0,37.0
810.0,3.0
820.0,5.0
830.0,3.0
840.0,10.0
