CountyCode,Mean_Target
0.0,1030.7265539305301
1.0,716.2777777777778
3.0,605.6233766233767
5.0,592.7435897435897
7.0,689.7368421052631
9.0,747.8829584445291
11.0,959.4782608695652
13.0,909.258064516129
15.0,545.5333333333333
17.0,752.4126984126984
19.0,391.0
21.0,538.8529411764706
23.0,789.4137931034483
25.0,627.44
27.0,377.22222222222223
29.0,640.047619047619
31.0,1147.975
33.0,656.8
35.0,598.8857142857142
37.0,670.7272727272727
39.0,647.25
41.0,1180.2
43.0,1185.6666666666667
45.0,608.0833333333334
47.0,585.0
49.0,982.6153846153846
53.0,950.6
55.0,597.6666666666666
57.0,723.0
59.0,1844.0
61.0,838.4545454545455
63.0,1520.4
65.0,986.5
67.0,817.0
69.0,735.0
71.0,1159.195652173913
73.0,863.6666666666666
75.0,741.6666666666666
77.0,855.1111111111111
79.0,649.8666666666667
81.0,1244.802919708029
83.0,303.0
85.0,609.8
87.0,1060.6666666666667
89.0,611.2
91.0,434.22222222222223
93.0,638.5
95.0,630.0
97.0,1015.4888888888889
99.0,1668.4545454545455
101.0,659.25
103.0,1283.6666666666667
105.0,1669.3333333333333
107.0,357.5
109.0,2054.0
111.0,759.0
113.0,1041.0
115.0,414.5
117.0,2368.0
119.0,839.7
121.0,1129.0
123.0,725.0
125.0,1142.764705882353
127.0,305.0
129.0,307.0
131.0,663.75
133.0,594.3636363636364
135.0,370.0
137.0,1748.5
139.0,1184.375
141.0,624.0
143.0,629.5
145.0,1287.2
147.0,688.25
149.0,310.0
151.0,1263.0
153.0,494.8
155.0,397.0
157.0,423.0
161.0,1018.0
163.0,876.53125
165.0,471.0
167.0,641.0
169.0,1020.0
173.0,276.5
181.0,411.5
187.0,705.5
193.0,736.5
215.0,1204.8709677419354
510.0,933.9230769230769
570.0,718.0
590.0,1622.0
630.0,631.0
650.0,379.0
660.0,1214.0
670.0,1009.0
680.0,2316.0
683.0,1067.0
690.0,980.0
730.0,1138.0
735.0,150.0
750.0,339.0
775.0,607.0
790.0,625.0
800.0,1974.0
820.0,526.0
830.0,390.0
840.0,1494.0
