CountyCode,Mean_Target
0.0,30.45811987124269
1.0,15.970588235294118
3.0,15.573333333333334
5.0,15.36111111111111
7.0,21.41025641025641
9.0,15.902439024390244
11.0,27.80952380952381
13.0,27.785714285714285
15.0,11.133333333333333
17.0,22.71186440677966
19.0,2.9
21.0,18.393939393939394
23.0,20.92
25.0,21.791666666666668
27.0,8.114285714285714
29.0,19.857142857142858
31.0,37.706422018348626
33.0,5.2
35.0,16.466666666666665
37.0,4.818181818181818
39.0,36.2
41.0,21.344827586206897
43.0,26.6
45.0,17.454545454545453
47.0,2.0
49.0,23.615384615384617
53.0,22.0
55.0,4.333333333333333
57.0,19.666666666666668
59.0,93.0
61.0,15.833333333333334
63.0,16.2
65.0,14.0
67.0,7.0
69.0,25.0
71.0,47.160583941605836
73.0,25.0
75.0,19.833333333333332
77.0,15.5
79.0,17.866666666666667
81.0,62.449438202247194
83.0,3.0
85.0,5.25
87.0,4.666666666666667
89.0,11.2
91.0,4.111111111111111
93.0,15.0
95.0,15.0
97.0,24.318181818181817
99.0,27.666666666666668
101.0,9.5
103.0,9.333333333333334
105.0,32.666666666666664
107.0,6.0
109.0,40.0
111.0,11.0
113.0,18.8
115.0,15.5
117.0,22.0
119.0,35.333333333333336
121.0,45.6
123.0,6.2
125.0,25.866666666666667
127.0,2.0
129.0,4.666666666666667
131.0,3.75
133.0,6.2727272727272725
135.0,3.0
137.0,26.5
139.0,19.75
141.0,1.6666666666666667
143.0,11.5
145.0,15.5
147.0,19.0
149.0,2.0
151.0,37.75
153.0,10.2
155.0,11.5
157.0,6.0
161.0,94.0
163.0,33.935483870967744
165.0,5.5
167.0,8.5
169.0,4.5
173.0,2.0
181.0,0.0
187.0,10.5
193.0,45.0
215.0,50.06896551724138
510.0,46.09090909090909
570.0,15.0
590.0,78.0
630.0,27.0
660.0,17.0
670.0,41.0
680.0,107.0
683.0,29.5
690.0,13.0
700.0,71.0
735.0,1.0
750.0,3.0
760.0,10.0
775.0,9.0
790.0,4.0
800.0,160.0
810.0,4.0
820.0,5.0
830.0,19.0
840.0,24.0
