CountyCode,Mean_Target
0.0,99.23090586145648
1.0,98.16666666666667
3.0,81.01333333333334
5.0,85.93671171171171
7.0,94.05405405405405
9.0,125.76382113821138
11.0,82.4090909090909
13.0,147.33333333333334
15.0,67.53333333333333
17.0,121.91228070175438
19.0,22.5
21.0,102.06451612903226
23.0,106.07407407407408
25.0,48.64
27.0,39.44444444444444
29.0,57.61904761904762
31.0,146.48739495798318
33.0,37.2
35.0,77.03333333333333
37.0,58.63636363636363
39.0,140.0
41.0,92.3103448275862
43.0,124.0
45.0,74.0
47.0,39.0
49.0,92.28571428571429
53.0,107.625
55.0,17.333333333333332
57.0,48.666666666666664
59.0,259.0
61.0,39.416666666666664
63.0,130.5
65.0,123.75
67.0,30.0
69.0,66.25
71.0,170.07746478873239
73.0,71.33333333333333
75.0,44.0
77.0,114.75
79.0,63.13333333333333
81.0,221.8
83.0,19.0
85.0,43.75
87.0,37.333333333333336
89.0,36.8
91.0,25.88888888888889
93.0,68.125
95.0,50.8
97.0,98.61363636363636
99.0,127.83333333333333
101.0,125.6
103.0,59.0
105.0,100.33333333333333
107.0,10.0
109.0,110.5
111.0,33.666666666666664
113.0,78.4
115.0,33.5
117.0,91.0
119.0,91.33333333333333
121.0,102.8
123.0,61.3
125.0,123.8
127.0,10.0
129.0,33.0
131.0,38.25
133.0,35.09090909090909
135.0,20.0
137.0,138.0
139.0,63.5
141.0,17.666666666666668
143.0,39.0
145.0,77.4
147.0,48.2
149.0,16.0
151.0,87.25
153.0,40.8
155.0,76.0
157.0,15.0
161.0,167.66666666666666
163.0,160.96774193548387
165.0,20.0
167.0,68.0
169.0,32.5
173.0,19.0
181.0,7.0
187.0,50.5
193.0,178.0
215.0,137.80645161290323
510.0,97.33333333333333
550.0,490.0
570.0,43.0
590.0,82.0
630.0,32.0
660.0,44.0
670.0,37.0
680.0,184.0
683.0,50.0
690.0,46.0
730.0,225.0
735.0,5.0
750.0,14.0
760.0,21.0
770.0,315.0
775.0,23.0
790.0,21.0
800.0,254.0
810.0,24.0
820.0,57.0
830.0,29.0
840.0,54.0
